Chr,Start,End,Symbol,Strand,TPM,,Gene_ID,Type,N_alu,N_events,Ed_Pri,Ed_Mat
chr8,146277851,146292071,C8orf33,+,20.229,V,ENSG00000182307,protein_coding,0,1,0.014,0.0
chr3,101443437,101489406,CEP97,+,2.007,V,ENSG00000182504,protein_coding,22,1,0.091,0.0
chr15,60639333,60695082,ANXA2,-,519.723,V,ENSG00000182718,protein_coding,9,1,0.6,0.0
chr3,197677061,197683481,RPL35A,+,269.266,V,ENSG00000182899,protein_coding,5,1,0.25,0.0
chr3,32726637,32815367,CNOT10,+,12.217,V,ENSG00000182973,protein_coding,64,1,0.2,0.0
chr14,105886157,105937066,MTA1,+,23.787,V,ENSG00000182979,protein_coding,26,1,0.2,0.0
chr10,12391481,12877545,CAMK1D,+,9.113,V,ENSG00000183049,protein_coding,182,1,0.167,0.0
chr13,114523522,114567049,GAS6,-,57.488,V,ENSG00000183087,protein_coding,0,1,0.005,0.0
chr12,108983627,108992096,TMEM119,-,2.91,V,ENSG00000183160,protein_coding,3,1,0.4,0.0
chr22,42475695,42480288,SMDT1,+,53.419,V,ENSG00000183172,protein_coding,1,1,0.4,0.0
chr12,51632508,51665146,DAZAP2,+,89.482,V,ENSG00000183283,protein_coding,24,1,0.003,0.0
chr9,5881596,6008482,KIAA2026,-,11.36,V,ENSG00000183354,protein_coding,31,1,0.043,0.0
chr16,15016659,15045917,NPIPA1,+,3.186,V,ENSG00000183426,protein_coding,11,1,0.2,0.0
chr1,38422647,38455747,SF3A3,-,40.038,V,ENSG00000183431,protein_coding,19,1,0.03,0.0
chr2,238875469,238951423,UBE2F,+,9.639,V,ENSG00000184182,protein_coding,27,1,0.2,0.0
chr11,392614,404908,PKP3,+,332.661,V,ENSG00000184363,protein_coding,0,1,0.2,0.0
chr22,19863040,19929343,TXNRD2,-,5.853,V,ENSG00000184470,protein_coding,23,1,0.4,0.0
chr22,19702026,19711747,SEPT5,+,4.137,V,ENSG00000184702,protein_coding,0,1,0.063,0.0
chr16,82022460,82045086,SDR42E1,-,8.998,V,ENSG00000184860,protein_coding,1,1,0.2,0.0
chr17,41363854,41372061,TMEM106A,+,1.579,V,ENSG00000184988,protein_coding,3,1,0.2,0.0
chr12,99120235,100378432,ANKS1B,-,0.088,V,ENSG00000185046,protein_coding,146,1,0.091,0.0
chr8,145515273,145538383,HSF1,+,35.377,V,ENSG00000185122,protein_coding,8,1,0.167,0.0
chr11,405716,417455,SIGIRR,-,17.541,V,ENSG00000185187,protein_coding,0,1,0.029,0.0
chr3,44473197,44519162,ZNF445,-,3.266,V,ENSG00000185219,protein_coding,15,1,0.8,0.0
chr1,249200395,249214145,PGBD2,+,9.353,V,ENSG00000185220,protein_coding,0,1,0.167,0.0
chr1,173837220,173872687,ZBTB37,+,3.205,V,ENSG00000185278,protein_coding,15,1,0.2,0.0
chr19,48673937,48700877,ZSWIM9,+,5.768,V,ENSG00000185453,protein_coding,8,1,0.2,0.0
chr17,79506911,79520987,FAAP100,-,22.466,V,ENSG00000185504,protein_coding,3,1,0.091,0.0
chr3,197687071,197770591,LMLN,+,3.644,V,ENSG00000185621,protein_coding,37,1,0.25,0.0
chr11,236966,252984,PSMD13,+,47.557,V,ENSG00000185627,protein_coding,5,1,0.556,0.0
chr16,2563953,2570219,ATP6V0C,+,43.182,V,ENSG00000185883,protein_coding,1,1,0.125,0.0
chr13,113951554,113977987,LAMP1,+,100.529,V,ENSG00000185896,protein_coding,14,1,0.077,0.0
chr21,37406839,37451687,SETD4,-,10.257,V,ENSG00000185917,protein_coding,9,1,0.167,0.0
chr1,104068313,104097861,RNPC3,+,10.048,V,ENSG00000185946,protein_coding,4,1,0.018,0.0
chr19,44607160,44617336,AC021092.1,-,0.088,V,ENSG00000186019,lncRNA,3,1,1,0.0
chr1,31191351,31199674,MATN1-AS1,+,0.921,V,ENSG00000186056,lncRNA,0,1,0.143,0.0
chr11,14898986,14913798,CYP2R1,-,14.478,V,ENSG00000186104,protein_coding,1,1,0.286,0.0
chr1,145590666,145611025,POLR3C,-,11.815,V,ENSG00000186141,protein_coding,7,1,0.167,0.0
chr1,236511557,236666215,EDARADD,+,3.498,V,ENSG00000186197,protein_coding,95,1,0.2,0.0
chr19,15783567,15807984,CYP4F12,+,36.375,V,ENSG00000186204,protein_coding,2,1,0.067,0.0
chr16,14165178,14360630,MRTFB,+,9.868,V,ENSG00000186260,protein_coding,31,1,0.047,0.0
chr6,169615875,169654139,THBS2,-,4.348,V,ENSG00000186340,protein_coding,7,1,0.69,0.0
chr17,38974369,38978866,KRT10,-,26.882,V,ENSG00000186395,protein_coding,0,1,0.417,0.0
chr3,160212795,160283359,KPNA4,-,21.654,V,ENSG00000186432,protein_coding,15,1,0.034,0.0
chr6,26365387,26378548,BTN3A2,+,12.066,V,ENSG00000186470,protein_coding,1,1,0.077,0.0
chr17,42472649,42580798,GPATCH8,-,19.945,V,ENSG00000186566,protein_coding,66,1,0.6,0.0
chr22,29999545,30094587,NF2,+,13.081,V,ENSG00000186575,protein_coding,41,1,0.025,0.0
chr11,72396114,72504644,ARAP1,-,31.139,V,ENSG00000186635,protein_coding,22,1,0.04,0.0
chr9,34252379,34311369,KIF24,-,1.77,V,ENSG00000186638,protein_coding,41,1,0.018,0.0
chr22,23521891,23660224,BCR,+,23.524,V,ENSG00000186716,protein_coding,32,1,0.015,0.0
chr10,5005445,5025475,AKR1C1,+,20.073,V,ENSG00000187134,protein_coding,1,1,1,0.0
chrX,77385245,77395147,TAF9B,-,18.324,V,ENSG00000187325,protein_coding,1,1,0.048,0.0
chr2,190744335,191068210,C2orf88,+,1.957,V,ENSG00000187699,protein_coding,44,1,0.2,0.0
chr1,22138758,22151714,LDLRAD2,+,1.238,V,ENSG00000187942,protein_coding,3,1,0.1,0.0
chr2,235401685,235405725,ARL4C,-,40.765,V,ENSG00000188042,protein_coding,0,1,0.016,0.0
chr15,42273780,42343388,PLA2G4E,-,16.001,V,ENSG00000188089,protein_coding,10,1,0.036,0.0
chr16,20866247,20911680,DCUN1D3,-,16.634,V,ENSG00000188215,protein_coding,8,1,0.143,0.0
chr1,247263264,247267674,ZNF669,-,2.273,V,ENSG00000188295,protein_coding,3,1,0.2,0.0
chr8,94710789,94743755,FAM92A,+,2.389,V,ENSG00000188343,protein_coding,9,1,0.2,0.0
chr22,44888463,44894113,RTL6,-,9.574,V,ENSG00000188636,protein_coding,0,1,0.067,0.0
chr17,58029601,58042122,RNFT1,-,6.282,V,ENSG00000189050,protein_coding,4,1,0.8,0.0
chr17,8294022,8301144,RNF222,-,30.35,V,ENSG00000189051,protein_coding,1,1,0.016,0.0
chr11,58874658,58894885,FAM111B,+,4.589,V,ENSG00000189057,protein_coding,0,1,0.2,0.0
chr13,31030841,31191734,HMGB1,-,56.591,V,ENSG00000189403,protein_coding,68,1,0.1,0.0
chr3,190231840,190377539,IL1RAP,+,10.588,V,ENSG00000196083,protein_coding,17,1,0.167,0.0
chr10,124768495,124817827,ACADSB,+,14.374,V,ENSG00000196177,protein_coding,14,1,0.029,0.0
chr19,39926796,39967310,SUPT5H,+,40.688,V,ENSG00000196235,protein_coding,25,1,0.625,0.0
chr7,64126461,64171960,ZNF107,+,3.376,V,ENSG00000196247,protein_coding,17,1,0.091,0.0
chr16,28889726,28915830,ATP2A1,+,1.443,V,ENSG00000196296,protein_coding,18,1,0.2,0.0
chr7,72349936,72421979,POM121,+,11.714,V,ENSG00000196313,protein_coding,41,1,0.25,0.0
chr7,98475556,98648454,TRRAP,+,8.937,V,ENSG00000196367,protein_coding,52,1,0.017,0.0
chr22,42017123,42060052,XRCC6,+,202.175,V,ENSG00000196419,protein_coding,40,1,0.2,0.0
chr1,38268617,38273880,YRDC,-,16.52,V,ENSG00000196449,protein_coding,2,1,0.588,0.0
chrX,13730363,13752754,TRAPPC2,-,6.227,V,ENSG00000196459,protein_coding,6,1,0.048,0.0
chr6,114254192,114332472,HDAC2,-,11.319,V,ENSG00000196591,protein_coding,14,1,0.4,0.0
chr4,100226128,100273917,ADH1B,-,26.601,V,ENSG00000196616,protein_coding,6,1,0.493,0.0
chr3,11178779,11305243,HRH1,+,6.762,V,ENSG00000196639,protein_coding,33,1,0.048,0.0
chr19,12273879,12300686,ZNF136,+,2.737,V,ENSG00000196646,protein_coding,19,1,0.125,0.0
chr3,44754135,44765323,ZNF502,+,6.227,V,ENSG00000196653,protein_coding,4,1,1,0.0
chr12,116971227,116974323,LINC00173,+,5.584,V,ENSG00000196668,lncRNA,0,1,0.111,0.0
chr7,65338061,65424550,VKORC1L1,+,13.035,V,ENSG00000196715,protein_coding,41,1,0.056,0.0
chr9,84198598,84304462,TLE1,-,12.34,V,ENSG00000196781,protein_coding,37,1,0.568,0.0
chr10,115614420,115676953,NHLRC2,+,8.986,V,ENSG00000196865,protein_coding,7,1,0.038,0.0
chr11,120207122,120360646,ARHGEF12,+,14.412,V,ENSG00000196914,protein_coding,38,1,0.1,0.0
chr7,120988932,121036418,FAM3C,-,24.17,V,ENSG00000196937,protein_coding,5,1,0.2,0.0
chr16,21608539,21668794,METTL9,+,28.565,V,ENSG00000197006,protein_coding,22,1,0.2,0.0
chr22,25348697,25593415,KIAA1671,+,16.145,V,ENSG00000197077,protein_coding,103,1,0.018,0.0
chr2,197697728,197792520,PGAP1,-,5.85,V,ENSG00000197121,protein_coding,23,1,0.048,0.0
chr5,179289066,179334859,TBC1D9B,-,45.505,V,ENSG00000197226,protein_coding,15,1,0.053,0.0
chr2,64319786,64371554,PELI1,-,55.904,V,ENSG00000197329,protein_coding,12,1,0.091,0.0
chr19,11750569,11797384,AC008543.1,+,0.454,V,ENSG00000197332,lncRNA,21,1,0.2,0.0
chr6,136878184,137113615,MAP3K5,-,22.683,V,ENSG00000197442,protein_coding,69,1,0.111,0.0
chr19,41620337,41634286,CYP2F1,+,2.053,V,ENSG00000197446,protein_coding,6,1,0.167,0.0
chr7,142941186,142967947,GSTK1,+,82.183,V,ENSG00000197448,protein_coding,9,1,0.048,0.0
chr14,71787166,72207946,SIPA1L1,+,11.793,V,ENSG00000197555,protein_coding,121,1,1,0.0
chr11,13690215,13753893,FAR1,+,57.223,V,ENSG00000197601,protein_coding,10,1,0.2,0.0
chr20,52169309,52192402,AL157838.1,+,2.045,V,ENSG00000197670,lncRNA,20,1,0.091,0.0
chr6,35764983,35813174,LHFPL5,+,1.452,V,ENSG00000197753,protein_coding,32,1,0.231,0.0
chr19,859643,863630,CFD,+,207.154,V,ENSG00000197766,protein_coding,2,1,0.004,0.0
chr5,68788119,68853931,OCLN,+,7.373,V,ENSG00000197822,protein_coding,35,1,0.063,0.0
chr1,112223252,112298446,INKA2,-,7.826,V,ENSG00000197852,protein_coding,11,1,1,0.0
chr5,64961755,65018862,SGTB,-,1.679,V,ENSG00000197860,protein_coding,20,1,0.4,0.0
chr19,57106632,57137849,ZNF71,+,2.917,V,ENSG00000197951,protein_coding,3,1,0.2,0.0
chr18,74690783,74845639,MBP,-,7.698,V,ENSG00000197971,protein_coding,12,1,0.429,0.0
chr8,33342700,33358780,MAK16,+,6.254,V,ENSG00000198042,protein_coding,6,1,0.022,0.0
chr9,140172178,140177093,TOR4A,+,22.043,V,ENSG00000198113,protein_coding,0,1,0.016,0.0
chr2,110371941,110376567,SOWAHC,+,49.656,V,ENSG00000198142,protein_coding,0,1,0.014,0.0
chr15,35270542,35280488,ZNF770,-,29.33,V,ENSG00000198146,protein_coding,1,1,0.008,0.0
chr17,61850963,61896677,DDX42,+,38.717,V,ENSG00000198231,protein_coding,27,1,0.435,0.0
chr12,112369086,112450989,TMEM116,-,2.496,V,ENSG00000198270,protein_coding,36,1,0.4,0.0
chr6,28109661,28127238,ZKSCAN8,+,9.603,V,ENSG00000198315,protein_coding,2,1,0.05,0.0
chr19,12847953,12859137,ASNA1,+,83.801,V,ENSG00000198356,protein_coding,13,1,0.6,0.0
chr12,104609557,104744085,TXNRD1,+,19.185,V,ENSG00000198431,protein_coding,66,1,1,0.0
chr1,145549209,145568526,ANKRD35,+,36.757,V,ENSG00000198483,protein_coding,4,1,0.083,0.0
chr2,27851114,27874375,GPN1,+,18.49,V,ENSG00000198522,protein_coding,9,1,0.019,0.0
chr13,50589390,50595058,KCNRG,+,0.814,V,ENSG00000198553,protein_coding,3,1,0.4,0.0
chr20,33276901,33413454,NCOA6,-,17.016,V,ENSG00000198646,protein_coding,71,1,0.2,0.0
chr5,94797459,94890711,TTC37,-,15.606,V,ENSG00000198677,protein_coding,8,1,0.167,0.0
chr6,4115923,4135831,ECI2,-,9.885,V,ENSG00000198721,protein_coding,6,1,0.2,0.0
chr11,10772793,10823172,CTR9,+,28.718,V,ENSG00000198730,protein_coding,22,1,0.143,0.0
chr19,7580178,7585911,ZNF358,+,24.314,V,ENSG00000198816,protein_coding,3,1,0.017,0.0
chr1,26798931,26803133,HMGN2,+,99.163,V,ENSG00000198830,protein_coding,0,1,0.006,0.0
chr3,150320662,150348232,SELENOT,+,29.212,V,ENSG00000198843,protein_coding,4,1,0.01,0.0
chr14,77564469,77583630,CIPC,+,21.443,V,ENSG00000198894,protein_coding,4,1,0.143,0.0
chr17,61699775,61773663,MAP3K3,+,18.768,V,ENSG00000198909,protein_coding,39,1,0.4,0.0
chrX,118920467,118925593,RPL39,-,116.346,V,ENSG00000198918,protein_coding,6,1,0.2,0.0
chr20,36755787,36794980,TGM2,-,26.776,V,ENSG00000198959,protein_coding,6,1,0.011,0.0
chr15,75970889,75973093,AC105020.1,+,6.643,V,ENSG00000203392,lncRNA,1,1,0.286,0.0
chr1,226736465,226796931,STUM,+,4.522,V,ENSG00000203685,protein_coding,9,1,0.2,0.0
chr1,207974863,208052460,MIR29B2CHG,-,2.866,V,ENSG00000203709,lncRNA,9,1,0.125,0.0
chr1,173386932,173458546,AL645568.1,-,1.6,V,ENSG00000203739,lncRNA,6,1,0.002,0.0
chr10,126436718,126480456,EEF1AKMT2,-,2.517,V,ENSG00000203791,protein_coding,27,1,0.083,0.0
chr1,116933197,116961257,ATP1A1-AS1,-,1.653,V,ENSG00000203865,lncRNA,4,1,0.002,0.0
chr6,74078278,74104856,OOEP,-,0.18,V,ENSG00000203907,protein_coding,24,1,0.045,0.0
chr2,203240903,203432474,BMPR2,+,11.719,V,ENSG00000204217,protein_coding,133,1,0.067,0.0
chr6,31236526,31239907,HLA-C,-,296.024,V,ENSG00000204525,protein_coding,0,1,0.001,0.0
chr6,31110216,31126015,CCHCR1,-,9.433,V,ENSG00000204536,protein_coding,6,1,0.167,0.0
chr6,30951495,30957680,MUC21,+,174.885,V,ENSG00000204544,protein_coding,2,1,0.074,0.0
chr11,62437745,62441158,UQCC3,+,13.583,V,ENSG00000204922,protein_coding,2,1,0.2,0.0
chr7,148959262,148994393,ZNF783,+,8.504,V,ENSG00000204946,protein_coding,9,1,0.091,0.0
chr7,148799876,148823416,ZNF425,-,4.719,V,ENSG00000204947,protein_coding,20,1,0.091,0.0
chr12,104334541,104359486,C12orf73,-,2.905,V,ENSG00000204954,protein_coding,6,1,0.333,0.0
chr5,140710138,140892548,PCDHGA1,+,0.254,V,ENSG00000204956,protein_coding,48,1,0.2,0.0
chr7,142457319,142460927,PRSS1,+,5.55,V,ENSG00000204983,protein_coding,0,1,0.361,0.0
chr2,36923833,37041935,VIT,+,6.612,V,ENSG00000205221,protein_coding,27,1,0.2,0.0
chr22,50747459,50765441,DENND6B,-,5.411,V,ENSG00000205593,protein_coding,10,1,0.333,0.0
chr11,57508722,57511026,SELENOH,+,52.481,V,ENSG00000211450,protein_coding,2,1,0.167,0.0
chr1,178511887,178518024,C1orf220,+,1.717,V,ENSG00000213057,lncRNA,3,1,0.2,0.0
chr6,167412805,167508277,FGFR1OP,+,2.222,V,ENSG00000213066,protein_coding,18,1,0.034,0.0
chr1,115247090,115259392,NRAS,-,28.065,V,ENSG00000213281,protein_coding,4,1,0.027,0.0
chr1,110210644,110252173,GSTM2,+,12.767,V,ENSG00000213366,protein_coding,9,1,0.006,0.0
chr11,65405572,65418389,SIPA1,+,26.25,V,ENSG00000213445,protein_coding,2,1,0.4,0.0
chr5,139916925,139937837,SRA1,-,18.161,V,ENSG00000213523,protein_coding,5,1,0.2,0.0
chr20,25604681,25669668,ZNF337-AS1,+,1.605,V,ENSG00000213742,lncRNA,19,1,0.8,0.0
chr19,53836999,53860159,ZNF845,+,3.582,V,ENSG00000213799,protein_coding,16,1,1,0.0
chr6,5102827,5261172,LYRM4,-,3.597,V,ENSG00000214113,protein_coding,27,1,0.059,0.0
chr1,36771988,36790487,SH3D21,+,18.676,V,ENSG00000214193,protein_coding,11,1,0.133,0.0
chr14,50394289,50559361,LINC01588,-,0.649,V,ENSG00000214900,lncRNA,43,1,0.4,0.0
chr19,18283972,18288927,IFI30,+,0.376,V,ENSG00000216490,protein_coding,2,1,0.019,0.0
chr5,130977407,131132756,FNIP1,-,5.577,V,ENSG00000217128,protein_coding,51,1,0.182,0.0
chr17,6915736,6917851,RNASEK,+,8.187,V,ENSG00000219200,protein_coding,0,1,0.125,0.0
chr12,6772426,6781235,RP4-761J14.8,+,1.458,V,ENSG00000219410,antisense,4,1,0.222,0.0
chr3,124801480,124931708,SLC12A8,-,5.086,V,ENSG00000221955,protein_coding,33,1,0.091,0.0
chr5,111496223,111500515,EPB41L4A-AS1,+,9.879,V,ENSG00000224032,lncRNA,0,1,0.031,0.0
chr10,5037680,5039572,AL391427.1,+,7.688,V,ENSG00000224251,lncRNA,0,1,0.004,0.0
chr1,159927825,159954540,LINC01133,+,8.521,V,ENSG00000224259,lncRNA,7,1,0.286,0.0
chr9,132044737,132074944,AL161785.1,+,3.93,V,ENSG00000224307,lncRNA,14,1,0.4,0.0
chr1,16485761,16488378,AL451042.1,+,7.137,V,ENSG00000224621,lncRNA,3,1,0.5,0.0
chr17,57183959,57195628,AC099850.1,+,0.857,V,ENSG00000224738,lncRNA,9,1,0.013,0.0
chr2,239140325,239164274,AC012485.1,+,0.408,V,ENSG00000225057,lncRNA,2,1,0.045,0.0
chr17,43513266,43568115,PLEKHM1,-,17.756,V,ENSG00000225190,protein_coding,20,1,0.4,0.0
chr21,44251150,44256587,AP001628.1,-,4.334,V,ENSG00000225218,lncRNA,2,1,0.167,0.0
chr1,155286654,155293967,RUSC1-AS1,-,21.782,V,ENSG00000225855,lncRNA,1,1,0.014,0.0
chr17,79002930,79008681,BAIAP2-DT,-,5.269,V,ENSG00000226137,lncRNA,1,1,0.077,0.0
chr1,204346978,204404974,AL606489.1,+,8.533,V,ENSG00000226330,lncRNA,22,1,0.019,0.0
chr7,89511667,89840949,STEAP2-AS1,-,0.073,V,ENSG00000227646,lncRNA,27,1,0.111,0.0
chr7,87848674,87933682,AC003991.1,+,0.182,V,ENSG00000228113,lncRNA,21,1,0.02,0.0
chr9,131290936,131314689,AL356481.1,-,1.767,V,ENSG00000228395,lncRNA,17,1,0.167,0.0
chr1,151967007,152015250,AL450992.1,+,0.15,V,ENSG00000229021,lncRNA,10,1,0.0,0.0
chr3,194353652,194366130,AC046143.1,+,1.543,V,ENSG00000229334,lncRNA,7,1,0.014,0.0
chr7,1609709,1629262,PSMG3-AS1,+,1.124,V,ENSG00000230487,lncRNA,8,1,0.143,0.0
chr10,44141390,44143467,ZNF32-AS2,+,3.802,V,ENSG00000230565,lncRNA,1,1,0.143,0.0
chr5,132024373,132059417,AC004039.1,+,0.197,V,ENSG00000230612,lncRNA,7,1,0.091,0.0
chr6,139465341,139560790,AL031772.1,-,0.171,V,ENSG00000231329,lncRNA,18,1,0.4,0.0
chr2,136742746,136780163,DARS-AS1,+,1.451,V,ENSG00000231890,lncRNA,12,1,0.1,0.0
chr7,100951551,100958081,AC006329.1,+,0.396,V,ENSG00000232445,lncRNA,3,1,0.143,0.0
chr22,41565194,41579148,AL035658.1,-,1.977,V,ENSG00000232754,lncRNA,5,1,0.125,0.0
chr9,139615818,139622636,SNHG7,-,18.545,V,ENSG00000233016,lncRNA,2,1,0.125,0.0
chr1,145373054,145382434,LINC01719,-,0.575,V,ENSG00000233396,lncRNA,2,1,0.125,0.0
chr1,37816535,37940012,LINC01137,-,5.816,V,ENSG00000233621,lncRNA,29,1,0.083,0.0
chr1,145475909,145508503,LIX1L-AS1,-,0.38,V,ENSG00000234222,lncRNA,20,1,0.071,0.0
chr6,136950204,136969336,AL024508.1,+,0.436,V,ENSG00000234263,lncRNA,5,1,0.2,0.0
chr7,92190107,92219708,FAM133B,-,6.011,V,ENSG00000234545,protein_coding,12,1,0.167,0.0
chr20,1306049,1359379,SDCBP2-AS1,+,1.795,V,ENSG00000234684,lncRNA,9,1,0.001,0.0
chr1,43820355,43824329,AL139289.2,-,2.002,V,ENSG00000234694,lncRNA,2,1,0.714,0.0
chr6,31237268,31324965,HLA-B,-,222.131,V,ENSG00000234745,protein_coding,11,1,0.001,0.0
chr10,135108691,135109481,AL360181.2,-,8.316,V,ENSG00000235245,lncRNA,0,1,0.125,0.0
chr2,231385309,231444721,AC010149.1,-,0.51,V,ENSG00000235419,lncRNA,15,1,0.053,0.0
chr2,235712452,235822028,AC010148.1,-,0.082,V,ENSG00000235726,lncRNA,23,1,1,0.0
chr3,4938493,5022099,BHLHE40-AS1,-,4.389,V,ENSG00000235831,lncRNA,25,1,0.005,0.0
chr17,19321082,19396304,AC004448.2,-,0.055,V,ENSG00000235979,lncRNA,39,1,0.333,0.0
chr6,53794820,53862465,AL033384.1,+,5.441,V,ENSG00000236740,lncRNA,6,1,0.2,0.0
chr1,24033391,24104786,ELOA-AS1,-,0.915,V,ENSG00000236810,lncRNA,50,1,0.014,0.0
chr22,42486935,42533751,NDUFA6-DT,+,1.898,V,ENSG00000237037,lncRNA,22,1,0.1,0.0
chr1,41134761,41153260,AL031289.1,-,0.375,V,ENSG00000237899,lncRNA,9,1,0.2,0.0
chr1,16046807,16063391,AL450998.3,-,3.741,V,ENSG00000237938,lncRNA,2,1,0.143,0.0
chr2,174031174,174146764,MAP3K20-AS1,-,0.087,V,ENSG00000238133,lncRNA,28,1,0.029,0.0
chr1,2481359,2488470,TNFRSF14-AS1,-,0.891,V,ENSG00000238164,lncRNA,0,1,1,0.0
chr21,47671463,47674047,AP001469.3,-,3.1,V,ENSG00000239415,lncRNA,0,1,0.4,0.0
chr3,123304147,123363415,MYLK-AS1,+,0.412,V,ENSG00000239523,lncRNA,20,1,0.007,0.0
chr17,15339332,15406922,CDRT4,-,1.034,V,ENSG00000239704,protein_coding,8,1,0.083,0.0
chr22,39473072,39483748,APOBEC3G,+,3.611,V,ENSG00000239713,protein_coding,5,1,0.4,0.0
chr1,178482244,178517737,TEX35,+,0.022,V,ENSG00000240021,protein_coding,7,1,0.2,0.0
chr17,15468798,15522826,CDRT1,-,1.38,V,ENSG00000241322,protein_coding,17,1,0.286,0.0
chr3,9834179,9849410,ARPC4,+,52.798,V,ENSG00000241553,protein_coding,8,1,0.286,0.0
chr22,19338891,19435755,C22orf39,-,6.303,V,ENSG00000242259,protein_coding,33,1,0.023,0.0
chr9,114423885,114432506,GNG10,+,2.498,V,ENSG00000242616,protein_coding,4,1,0.077,0.0
chr2,68350068,68384681,WDR92,-,2.778,V,ENSG00000243667,protein_coding,12,1,0.111,0.0
chr3,106939591,107067311,DUBR,+,0.777,V,ENSG00000243701,lncRNA,12,1,0.2,0.0
chr15,42129973,42140345,PLA2G4B,+,2.481,V,ENSG00000243708,protein_coding,0,1,0.019,0.0
chr22,39417118,39429282,APOBEC3D,+,0.488,V,ENSG00000243811,protein_coding,6,1,0.286,0.0
chr7,143997488,144053274,OR2A1-AS1,-,1.115,V,ENSG00000244479,lncRNA,17,1,0.083,0.0
chr15,60771351,60922836,RORA-AS1,+,0.535,V,ENSG00000245534,lncRNA,29,1,0.286,0.0
chr19,37672481,37709055,ZNF585B,-,3.968,V,ENSG00000245680,protein_coding,18,1,0.125,0.0
chr5,127274844,127418864,LINC01184,-,2.159,V,ENSG00000245937,lncRNA,19,1,0.182,0.0
chr4,100009956,100222513,AP002026.1,+,3.45,V,ENSG00000246090,lncRNA,32,1,0.167,0.0
chr8,28547732,28559547,EXTL3-AS1,-,0.711,V,ENSG00000246339,lncRNA,4,1,0.143,0.0
chr8,11173368,11182938,AF131216.1,-,0.301,V,ENSG00000246477,lncRNA,1,1,0.059,0.0
chr15,42264961,42291292,PLA2G4E-AS1,+,1.377,V,ENSG00000246740,lncRNA,2,1,0.03,0.0
chr5,110846094,111075423,STARD4-AS1,+,1.191,V,ENSG00000246859,lncRNA,18,1,0.034,0.0
chr11,70218352,70244594,AP000487.1,-,1.089,V,ENSG00000246889,lncRNA,18,1,0.333,0.0
chr14,95988280,96001226,SNHG10,-,2.548,V,ENSG00000247092,lncRNA,2,1,0.056,0.0
chr5,96149731,96271513,AC009126.1,-,0.905,V,ENSG00000247121,lncRNA,20,1,0.083,0.0
chr11,82895533,82904836,AP000873.2,-,1.368,V,ENSG00000247137,lncRNA,7,1,0.2,0.0
chr5,80497160,80597384,CKMT2-AS1,-,0.906,V,ENSG00000247572,lncRNA,19,1,0.167,0.0
chr4,68566927,68946670,UBA6-AS1,+,1.437,V,ENSG00000248049,lncRNA,44,1,0.1,0.0
chr5,43571696,43603332,NNT-AS1,-,2.627,V,ENSG00000248092,lncRNA,9,1,0.125,0.0
chr5,43515376,43525412,AC114956.1,+,1.206,V,ENSG00000248240,lncRNA,3,1,0.167,0.0
chr4,48854025,48862220,OCIAD1-AS1,-,2.331,V,ENSG00000248256,lncRNA,3,1,0.286,0.0
chr5,43511160,43521913,AC114956.2,+,1.08,V,ENSG00000248554,lncRNA,4,1,0.167,0.0
chr12,126443234,126468211,LINC00939,-,1.297,V,ENSG00000249267,lncRNA,5,1,0.4,0.0
chr5,177377336,177390961,AC106795.2,+,3.016,V,ENSG00000249684,lncRNA,7,1,0.125,0.0
chr5,177366623,177410055,AC106795.3,+,1.129,V,ENSG00000250101,lncRNA,16,1,0.125,0.0
chr4,178363673,178602535,AC078881.1,+,0.484,V,ENSG00000250131,lncRNA,49,1,0.2,0.0
chr12,130628860,130646801,FZD10-AS1,-,2.11,V,ENSG00000250208,lncRNA,2,1,0.286,0.0
chr14,31889492,31922089,AL139353.2,+,0.823,V,ENSG00000250365,lncRNA,10,1,0.167,0.0
chr22,24108021,24110630,CHCHD10,-,71.236,V,ENSG00000250479,protein_coding,1,1,0.944,0.0
chr5,175774944,175780587,AC138956.1,+,3.501,V,ENSG00000250909,lncRNA,1,1,0.143,0.0
chr19,37341263,37403931,ZNF345,+,5.288,V,ENSG00000251247,protein_coding,32,1,0.091,0.0
chr5,176478715,176479964,ZNF346-IT1,+,0.592,V,ENSG00000251666,lncRNA,1,1,0.2,0.0
chr5,79424184,79439706,AC010260.1,+,1.329,V,ENSG00000251675,lncRNA,8,1,0.018,0.0
chr8,22471421,22474170,AC037459.2,-,3.241,V,ENSG00000253200,lncRNA,0,1,0.4,0.0
chr1,29445941,29450415,TMEM200B,-,4.097,V,ENSG00000253304,protein_coding,0,1,0.041,0.0
chr5,140787588,140892546,PCDHGB6,+,1.496,V,ENSG00000253305,protein_coding,35,1,0.2,0.0
chr5,140743799,140892546,PCDHGA5,+,0.446,V,ENSG00000253485,protein_coding,43,1,0.2,0.0
chr5,140762306,140892542,PCDHGA7,+,0.714,V,ENSG00000253537,protein_coding,37,1,0.2,0.0
chr5,140753481,140892546,PCDHGA6,+,0.937,V,ENSG00000253731,protein_coding,41,1,0.2,0.0
chr8,27590432,27616069,AC013643.2,+,0.225,V,ENSG00000253875,lncRNA,4,1,1,0.0
chr5,140739609,140892546,PCDHGB2,+,0.648,V,ENSG00000253910,protein_coding,43,1,0.2,0.0
